Horas_Estudio,Asistencia,Involucramiento_Padres,Nivel_Recursos,Actividades_Extracurriculares,Horas_Suenio,Notas_Previas,Nivel_Motivacion,Acceso_Internet,Clases_con_Tutor,Ingresos_Familiares,Calidad_Docente,Tipo_Escuela,Influencia_de_Pares,Actividad_Fisica,Dificultades_Aprendizaje,Nivel_Educacion_Padres,Distancia_Escuela,Sexo,Nota_Examen
14,82,Medio,Medio,No,8,65,Medio,Si,1,Bajo,Medio,Private,Positivo,3,No,Universitario,Cerca,Masculino,65
23,81,Bajo,Medio,Si,4,54,Medio,Si,1,Bajo,Medio,Publico,Neutral,3,No,Universitario,Cerca,Masculino,66
23,74,Medio,Alto,Si,8,88,Bajo,Si,0,Medio,Alto,Publico,Negativo,3,Si,Secundario,Cerca,Masculino,66
23,81,Medio,Bajo,No,4,84,Medio,Si,2,Medio,Medio,Publico,Positivo,5,No,Secundario,Cerca,Masculino,68
43,86,Alto,Medio,Si,7,97,Medio,Si,2,Medio,Alto,Publico,Positivo,1,No,Secundario,Cerca,Femenino,78
23,77,Medio,Alto,Si,6,69,Bajo,Si,1,Medio,Medio,Private,Positivo,2,No,Secundario,Medio,Femenino,67
27,89,Medio,Alto,Si,6,89,Medio,Si,3,Medio,Medio,Private,Positivo,3,No,Secundario,Cerca,Masculino,74
26,94,Medio,Alto,No,5,79,Alto,Si,1,Bajo,Alto,Publico,Positivo,2,No,Posgrado,Cerca,Masculino,74
24,66,Medio,Bajo,No,9,82,Bajo,Si,1,Medio,Medio,Publico,Neutral,2,Si,Secundario,Cerca,Femenino,62
18,78,Alto,Medio,Si,5,77,Medio,No,2,Medio,Medio,Publico,Neutral,4,No,Secundario,Lejos,Masculino,66
25,76,Medio,Medio,Si,5,89,Alto,Si,3,Medio,Alto,Publico,Neutral,3,No,Secundario,Lejos,Femenino,69
15,87,Medio,Alto,Si,10,52,Medio,Si,2,Bajo,Alto,Private,Positivo,3,No,Universitario,Cerca,Masculino,68
19,70,Medio,Bajo,No,7,54,Alto,Si,0,Medio,Medio,Publico,Positivo,2,Si,Secundario,Medio,Masculino,89
17,86,Alto,Bajo,No,5,55,Bajo,No,2,Alto,Medio,Private,Neutral,4,No,Universitario,Cerca,Masculino,66
20,95,Bajo,Medio,Si,7,64,Bajo,No,2,Medio,Alto,Publico,Neutral,3,No,Secundario,Cerca,Femenino,68
34,77,Medio,Bajo,Si,7,80,Bajo,Si,0,Medio,Medio,Publico,Positivo,3,No,Secundario,Cerca,Masculino,69
9,96,Medio,Medio,Si,4,82,Alto,No,0,Bajo,Medio,Publico,Positivo,4,No,Universitario,Cerca,Masculino,67
24,100,Alto,Alto,Si,6,86,Bajo,Si,2,Medio,Medio,Private,Positivo,5,No,Secundario,Cerca,Masculino,75
10,64,Medio,Alto,No,7,64,Alto,Si,0,Medio,Medio,Publico,Positivo,4,Si,Secundario,Medio,Femenino,60
17,69,Alto,Medio,Si,9,83,Medio,Si,2,Medio,Alto,Private,Positivo,4,Si,Universitario,Medio,Femenino,66
27,98,Bajo,Alto,Si,7,56,Bajo,Si,1,Alto,Medio,Private,Positivo,3,No,Universitario,Cerca,Femenino,73
20,98,Medio,Bajo,No,7,50,Bajo,Si,1,Medio,Alto,Private,Neutral,2,No,Secundario,Cerca,Femenino,68
14,64,Medio,Medio,Si,6,85,Medio,Si,0,Medio,Medio,Publico,Neutral,3,No,Secundario,Cerca,Masculino,62
16,61,Medio,Medio,No,9,86,Bajo,Si,2,Bajo,Alto,Publico,Positivo,2,No,Secundario,Cerca,Masculino,62
24,66,Alto,Bajo,Si,8,81,Alto,Si,1,Medio,Medio,Publico,Neutral,4,No,Secundario,Lejos,Masculino,65
16,100,Alto,Bajo,Si,8,63,Alto,Si,2,Bajo,Medio,Publico,Negativo,3,No,Secundario,Medio,Masculino,69
21,67,Medio,Medio,No,7,96,Bajo,Si,3,Bajo,Medio,Publico,Neutral,2,No,Secundario,Lejos,Femenino,64
20,80,Medio,Alto,No,5,94,Medio,Si,0,Bajo,Bajo,Private,Positivo,4,Si,Posgrado,Medio,Femenino,67
16,94,Alto,Alto,Si,9,76,Medio,Si,0,Bajo,Alto,Publico,Neutral,2,No,Secundario,Cerca,Masculino,70
33,61,Medio,Medio,No,7,99,Alto,Si,2,Medio,Alto,Publico,Neutral,3,No,Universitario,Cerca,Femenino,70
24,84,Alto,Bajo,No,7,65,Bajo,Si,3,Medio,Alto,Publico,Positivo,3,No,Secundario,Cerca,Femenino,69
8,71,Alto,Bajo,No,8,75,Medio,Si,0,Medio,Alto,Publico,Positivo,3,No,Secundario,Cerca,Masculino,61
21,94,Medio,Medio,No,7,96,Bajo,Si,0,Medio,Medio,Private,Neutral,2,Si,Posgrado,Medio,Masculino,69
16,71,Alto,Medio,Si,5,73,Medio,Si,1,Medio,Medio,Publico,Neutral,0,Si,Secundario,Cerca,Masculino,63
25,87,Medio,Bajo,Si,7,74,Bajo,Si,0,Medio,Alto,Publico,Neutral,4,Si,Secundario,Cerca,Masculino,67
15,87,Bajo,Medio,No,4,54,Medio,Si,1,Medio,Medio,Publico,Neutral,6,No,,Medio,Masculino,65
19,69,Medio,Medio,Si,7,61,Alto,Si,3,Alto,Alto,Publico,Neutral,4,No,Secundario,Medio,Masculino,66
23,61,Bajo,Medio,No,9,58,Medio,Si,4,Medio,Medio,Publico,Neutral,2,No,Secundario,Cerca,Masculino,63
25,76,Medio,Alto,Si,4,78,Medio,Si,2,Medio,Medio,Private,Negativo,3,No,Secundario,Medio,Femenino,68
13,72,Alto,Alto,No,7,66,Medio,Si,0,Bajo,Alto,Publico,Neutral,4,No,Posgrado,Cerca,Masculino,65
18,92,Bajo,Medio,Si,8,54,Medio,Si,1,Medio,Medio,Publico,Positivo,3,No,Secundario,Cerca,Masculino,67
17,92,Bajo,Bajo,Si,8,75,Medio,Si,2,Medio,Alto,Publico,Neutral,3,No,Posgrado,Cerca,Femenino,68
16,78,Medio,Alto,No,6,83,Medio,Si,0,Bajo,Bajo,Publico,Neutral,3,Si,Universitario,Cerca,Masculino,64
31,84,Medio,Medio,No,5,87,Alto,Si,0,Medio,Medio,Private,Positivo,3,No,Universitario,Medio,Masculino,71
22,84,Medio,Medio,Si,6,92,Bajo,Si,0,Medio,Medio,Publico,Neutral,5,No,Secundario,Cerca,Femenino,69
12,93,Medio,Medio,Si,9,74,Bajo,Si,1,Medio,Medio,Publico,Neutral,3,No,Posgrado,Medio,Masculino,67
26,77,Bajo,Medio,No,4,70,Bajo,Si,2,Alto,Bajo,Publico,Neutral,3,Si,Universitario,Medio,Femenino,65
33,71,Bajo,Medio,No,5,84,Medio,Si,1,Medio,Medio,Publico,Positivo,2,No,Secundario,Cerca,Masculino,68
26,71,Alto,Medio,Si,6,51,Bajo,No,1,Alto,Medio,Private,Positivo,3,No,Posgrado,Medio,Masculino,67
11,81,Medio,Medio,Si,6,82,Alto,Si,3,Medio,Alto,Publico,Neutral,4,No,Secundario,Cerca,Masculino,67
17,78,Medio,Alto,Si,7,70,Medio,No,2,Bajo,Alto,Publico,Positivo,3,No,Secundario,Cerca,Masculino,66
28,78,Alto,Medio,No,9,73,Alto,Si,2,Medio,Medio,Publico,Neutral,4,No,Universitario,Medio,Femenino,70
16,64,Alto,Bajo,Si,5,65,Medio,Si,3,Medio,Alto,Private,Positivo,4,No,Posgrado,Medio,Femenino,65
23,89,Bajo,Bajo,Si,7,56,Bajo,Si,4,Medio,Bajo,Private,Positivo,4,No,Posgrado,Cerca,Femenino,69
25,69,Medio,Medio,Si,7,70,Bajo,No,1,Alto,Alto,Publico,Positivo,4,No,Secundario,Lejos,Femenino,65
14,68,Alto,Medio,No,6,65,Medio,Si,1,Alto,Medio,Publico,Neutral,3,Si,Universitario,Cerca,Masculino,63
20,77,Medio,Medio,No,5,98,Bajo,Si,2,Bajo,Alto,Private,Neutral,2,No,Posgrado,Lejos,Femenino,67
1,69,Alto,Medio,Si,6,97,Medio,Si,1,Bajo,Medio,Publico,Positivo,3,No,Secundario,Cerca,Femenino,61
14,83,Medio,Bajo,Si,6,82,Medio,Si,0,Medio,Medio,Publico,Positivo,2,No,Secundario,Cerca,Femenino,65
18,75,Bajo,Alto,Si,8,95,Medio,Si,1,Bajo,Bajo,Publico,Neutral,2,No,Universitario,Cerca,Femenino,66
13,78,Medio,Alto,Si,8,88,Alto,Si,0,Alto,Bajo,Publico,Neutral,3,No,Universitario,Cerca,Masculino,66
30,81,Medio,Bajo,Si,5,67,Medio,Si,1,Alto,Alto,Publico,Negativo,1,No,Secundario,Cerca,Masculino,69
11,68,Medio,Medio,No,6,80,Medio,Si,2,Medio,Medio,Publico,Positivo,3,No,Universitario,Medio,Femenino,63
17,66,Bajo,Alto,No,6,61,Medio,Si,1,Alto,Medio,Publico,Positivo,6,No,Posgrado,Cerca,Masculino,65
21,95,Bajo,Bajo,No,10,84,Bajo,Si,0,Alto,Medio,Publico,Neutral,4,Si,Secundario,Cerca,Masculino,67
29,77,Alto,Alto,Si,7,52,Medio,Si,2,Alto,Medio,Publico,Negativo,3,Si,Secundario,Cerca,Femenino,69
11,76,Bajo,Medio,Si,5,92,Medio,Si,4,Medio,Bajo,Publico,Negativo,2,No,Posgrado,Cerca,Masculino,65
27,61,Medio,Medio,No,6,79,Medio,Si,1,Bajo,Medio,Publico,Positivo,3,No,Secundario,Medio,Masculino,65
20,80,Alto,Bajo,Si,6,53,Medio,Si,0,Bajo,Medio,Publico,Neutral,2,No,Universitario,Medio,Masculino,65
14,82,Medio,Alto,Si,8,94,Bajo,Si,2,Bajo,Alto,Publico,Negativo,5,No,Universitario,Lejos,Femenino,67
23,82,Bajo,Medio,Si,8,94,Medio,Si,1,Medio,Medio,Publico,Negativo,2,Si,Secundario,,Masculino,66
21,88,Medio,Alto,No,7,93,Medio,Si,4,Bajo,Medio,Publico,Positivo,3,No,Secundario,Cerca,Femenino,72
16,67,Medio,Alto,No,7,89,Alto,Si,3,Bajo,Medio,Publico,Positivo,3,No,Universitario,Cerca,Masculino,66
20,70,Medio,Medio,Si,7,84,Bajo,No,2,Medio,Alto,Private,Neutral,4,No,Universitario,Lejos,Masculino,65
18,92,Alto,Medio,Si,7,70,Medio,Si,1,Bajo,Medio,Publico,Neutral,3,No,Secundario,Medio,Masculino,69
21,98,Medio,Bajo,No,4,57,Medio,Si,2,Alto,Bajo,Publico,Neutral,2,No,Secundario,Cerca,Femenino,68
24,65,Medio,Bajo,No,7,64,Bajo,Si,1,Alto,Medio,Publico,Neutral,1,No,Posgrado,Cerca,Masculino,64
30,80,Bajo,Alto,No,6,67,Medio,Si,3,Medio,Medio,Publico,Negativo,4,No,Universitario,Medio,Femenino,69
13,69,Medio,Bajo,Si,5,68,Bajo,Si,0,Alto,Medio,Publico,Positivo,1,Si,Secundario,Medio,Femenino,59
33,62,Alto,Medio,Si,10,78,Medio,Si,0,Medio,Medio,Private,Positivo,3,No,Secundario,Medio,Femenino,68
8,73,Medio,Medio,No,7,60,Medio,No,0,Alto,Medio,Private,Neutral,3,No,Secundario,Cerca,Femenino,60
19,66,Medio,Alto,No,7,59,Medio,Si,1,Alto,Medio,Publico,Negativo,3,No,Secundario,Lejos,Masculino,62
24,88,Bajo,Medio,Si,6,86,Bajo,Si,0,Bajo,Bajo,Publico,Negativo,3,No,Universitario,Cerca,Masculino,67
22,81,Bajo,Alto,Si,8,50,Alto,Si,4,Medio,Medio,Private,Positivo,5,No,Secundario,Lejos,Femenino,68
16,66,Medio,Alto,Si,5,57,Alto,Si,3,Medio,Medio,Publico,Positivo,3,No,Secundario,Medio,Femenino,64
19,60,Medio,Alto,Si,7,72,Alto,Si,3,Bajo,Alto,Publico,Positivo,3,No,Secundario,Medio,Femenino,65
17,92,Bajo,Bajo,Si,6,57,Medio,Si,2,Medio,Medio,Private,Positivo,2,Si,Secundario,Medio,Femenino,65
16,67,Alto,Medio,No,8,98,Medio,Si,0,Bajo,Bajo,Publico,Neutral,3,No,Secundario,Cerca,Femenino,63
25,84,Medio,Bajo,Si,6,84,Bajo,Si,2,Medio,Alto,Publico,Positivo,3,No,Secundario,Cerca,Masculino,70
22,73,Bajo,Medio,Si,9,72,Bajo,Si,3,Medio,Medio,Publico,Positivo,3,No,Secundario,Cerca,Femenino,66
16,83,Medio,Alto,Si,7,56,Bajo,Si,4,Alto,Medio,Publico,Positivo,3,No,Secundario,Cerca,Femenino,68
25,73,Bajo,Bajo,No,8,69,Medio,Si,3,Medio,Medio,Private,Positivo,3,No,Secundario,Cerca,Femenino,66
22,63,Bajo,Bajo,No,8,83,Medio,Si,3,Medio,Medio,Private,Negativo,1,No,Universitario,Cerca,Masculino,63
25,69,Alto,Medio,Si,9,98,Medio,Si,1,Bajo,Medio,Publico,Negativo,3,Si,Universitario,Medio,Femenino,66
24,68,Medio,Medio,Si,6,74,Medio,Si,1,Medio,Medio,Publico,Neutral,3,No,Secundario,Cerca,Femenino,65
15,77,Medio,Medio,Si,8,85,Alto,Si,1,Bajo,Medio,Publico,Positivo,2,No,Posgrado,Medio,Masculino,66
17,86,Alto,Bajo,Si,4,60,Alto,Si,2,Alto,Bajo,Private,Positivo,3,Si,Universitario,Medio,Femenino,67
24,71,Medio,Medio,Si,7,81,Medio,Si,0,Bajo,Medio,Private,Positivo,3,No,Secundario,Cerca,Masculino,66
24,60,Bajo,Medio,No,6,62,Alto,Si,4,Bajo,Alto,Publico,Negativo,3,No,Secundario,Cerca,Femenino,63
20,81,Medio,Medio,Si,5,60,Bajo,Si,3,Medio,Medio,Publico,Positivo,4,Si,Secundario,Cerca,Masculino,66
21,84,Medio,Medio,No,6,75,Bajo,No,1,Alto,Medio,Publico,Positivo,3,No,Universitario,Medio,Masculino,67
28,99,Medio,Medio,Si,6,61,Medio,No,1,Bajo,Medio,Publico,Positivo,3,No,Secundario,Cerca,Masculino,71
16,84,Medio,Alto,Si,7,86,Medio,Si,1,Bajo,Medio,Private,Neutral,2,No,Secundario,Cerca,Femenino,67
23,79,Medio,Alto,Si,6,97,Medio,Si,1,Alto,Bajo,Publico,Neutral,4,No,Secundario,Medio,Masculino,69
19,83,Medio,Medio,Si,7,70,Medio,Si,2,Bajo,Medio,Publico,Negativo,4,Si,Posgrado,Cerca,Femenino,67
19,97,Alto,Medio,Si,6,66,Alto,Si,2,Medio,Medio,Private,Positivo,2,No,Universitario,Medio,Femenino,72
27,93,Alto,Bajo,No,6,59,Alto,Si,2,Bajo,Medio,Private,Negativo,4,No,Secundario,Cerca,Femenino,70
25,73,Medio,Alto,Si,7,70,Bajo,Si,0,Bajo,Medio,Private,Neutral,4,No,Posgrado,Medio,Masculino,67
25,69,Bajo,Alto,Si,7,78,Medio,Si,0,Bajo,Alto,Publico,Negativo,3,No,Secundario,Lejos,Femenino,64
28,71,Medio,Medio,No,8,69,Alto,Si,1,Medio,Alto,Private,Neutral,1,No,Universitario,Medio,Femenino,67
20,80,Bajo,Alto,No,8,81,Medio,Si,3,Medio,Medio,Private,Negativo,4,No,Posgrado,Cerca,Masculino,69
24,90,Bajo,Bajo,No,7,83,Medio,Si,0,Bajo,Medio,Private,Positivo,3,No,Universitario,,Masculino,68
18,80,Medio,Medio,No,8,55,Bajo,Si,2,Bajo,Bajo,Publico,Neutral,3,No,Secundario,Medio,Masculino,63
22,63,Medio,Alto,Si,7,85,Medio,Si,4,Alto,Alto,Publico,Negativo,3,No,Universitario,Cerca,Femenino,68
19,89,Alto,Medio,Si,7,95,Medio,Si,0,Medio,Medio,Publico,Positivo,3,No,Secundario,Cerca,Masculino,70
21,92,Medio,Bajo,Si,8,51,Bajo,Si,0,Medio,Medio,Publico,Neutral,2,No,Universitario,Medio,Masculino,66
24,72,Alto,Alto,No,6,78,Alto,Si,0,Bajo,Alto,Publico,Negativo,6,No,Secundario,Cerca,Femenino,68
15,87,Alto,Bajo,Si,4,80,Alto,Si,0,Bajo,Medio,Private,Positivo,3,No,Universitario,Cerca,Masculino,67
33,77,Bajo,Alto,Si,5,85,Medio,Si,0,Bajo,Medio,Private,Neutral,5,No,Secundario,Lejos,Femenino,69
14,96,Medio,Bajo,Si,9,69,Alto,Si,0,Medio,Medio,Private,Negativo,3,Si,Universitario,Cerca,Femenino,66
13,94,Medio,Medio,Si,7,91,Bajo,Si,3,Bajo,Medio,Publico,Neutral,3,No,Secundario,Cerca,Masculino,68
27,81,Medio,Medio,Si,7,77,Medio,Si,2,Medio,Bajo,Publico,Neutral,2,Si,Posgrado,Medio,Femenino,69
25,88,Medio,Medio,Si,7,70,Bajo,Si,1,Medio,Medio,Private,Positivo,3,No,Posgrado,Medio,Masculino,70
24,95,Medio,Alto,Si,8,86,Alto,Si,1,Medio,Alto,Private,Neutral,3,No,Universitario,Cerca,Masculino,74
24,80,Medio,Alto,Si,7,96,Alto,Si,0,Bajo,Alto,Publico,Positivo,0,No,Universitario,Medio,Femenino,70
20,73,Medio,Medio,Si,7,91,Bajo,Si,1,Medio,Alto,Publico,Neutral,2,No,Posgrado,Medio,Masculino,66
15,90,Alto,Medio,Si,8,97,Medio,Si,1,Bajo,Alto,Private,Negativo,3,No,Universitario,Cerca,Femenino,69
20,69,Medio,Alto,No,6,63,Bajo,Si,0,Bajo,Medio,Publico,Negativo,3,No,Posgrado,Cerca,Masculino,64
16,76,Bajo,Alto,Si,8,56,Medio,No,1,Bajo,Medio,Publico,Positivo,1,No,Secundario,Cerca,Masculino,62
26,95,Bajo,Alto,No,7,77,Medio,Si,0,Medio,Medio,Publico,Neutral,3,No,Secundario,Medio,Femenino,70
19,89,Alto,Medio,Si,7,52,Medio,Si,2,Medio,Medio,Publico,Negativo,4,No,Secundario,Medio,Masculino,68
15,76,Medio,Medio,Si,6,84,Bajo,Si,0,Medio,Alto,Publico,Neutral,3,No,Universitario,Cerca,Femenino,65
18,69,Alto,Alto,No,7,62,Bajo,Si,3,Medio,Medio,Publico,Positivo,3,No,Secundario,Medio,Masculino,65
22,74,Alto,Alto,Si,6,73,Bajo,Si,3,Alto,Alto,Publico,Positivo,4,No,Posgrado,Medio,Femenino,71
17,71,Alto,Medio,Si,9,83,Bajo,Si,2,Medio,Medio,Publico,Neutral,5,No,Secundario,Cerca,Masculino,66
15,67,Medio,Medio,No,4,74,Medio,Si,0,Bajo,Medio,Publico,Negativo,3,No,Universitario,Medio,Masculino,61
21,90,Bajo,Medio,Si,8,62,Bajo,Si,2,Medio,Alto,Publico,Negativo,5,Si,Secundario,Cerca,Masculino,67
21,70,Bajo,Alto,Si,4,94,Medio,Si,0,Bajo,Alto,Private,Neutral,2,No,Universitario,Lejos,Masculino,65
17,78,Medio,Alto,No,8,88,Medio,Si,0,Bajo,Medio,Publico,Negativo,3,No,Secundario,Cerca,Femenino,65
17,75,Medio,Alto,Si,6,80,Medio,No,1,Bajo,Medio,Private,Positivo,5,No,Secundario,Medio,Masculino,65
21,99,Medio,Medio,No,8,85,Alto,Si,4,Medio,Medio,Publico,Positivo,4,No,Secundario,Medio,Masculino,73
11,76,Medio,Medio,Si,7,71,Medio,No,1,Medio,Bajo,Publico,Neutral,2,No,Universitario,Cerca,Masculino,62
12,63,Medio,Alto,Si,5,69,Bajo,Si,0,Medio,Alto,Publico,Negativo,2,No,Universitario,Medio,Femenino,60
16,64,Bajo,Medio,Si,9,58,Bajo,Si,1,Medio,Medio,Publico,Positivo,3,No,Universitario,Medio,Femenino,61
19,84,Bajo,Medio,Si,8,90,Alto,Si,2,Bajo,Medio,Private,Neutral,3,No,Posgrado,Lejos,Masculino,67
22,84,Alto,Medio,No,8,69,Medio,No,3,Medio,Alto,Private,Neutral,4,No,Universitario,Cerca,Masculino,70
29,77,Bajo,Alto,No,6,85,Medio,Si,1,Medio,Medio,Publico,Positivo,1,No,Universitario,Cerca,Masculino,69
25,77,Medio,Bajo,Si,8,65,Alto,No,0,Medio,Medio,Publico,Positivo,5,No,Universitario,Lejos,Femenino,66
19,62,Medio,Medio,No,5,90,Bajo,Si,2,Bajo,Alto,Publico,Positivo,3,No,Universitario,Medio,Masculino,64
20,81,Alto,Medio,Si,4,55,Medio,Si,1,Alto,Medio,Private,Positivo,2,No,Posgrado,Medio,Masculino,68
14,80,Alto,Medio,Si,5,81,Medio,Si,1,Bajo,Medio,Publico,Positivo,4,No,Posgrado,Lejos,Femenino,67
20,66,Medio,Medio,No,6,90,Alto,Si,0,Medio,Medio,Publico,Neutral,1,No,Universitario,Cerca,Femenino,64
18,64,Medio,Medio,Si,6,83,Alto,Si,2,Bajo,Medio,Publico,Positivo,2,No,Universitario,Cerca,Masculino,65
22,65,Bajo,Alto,Si,6,85,Medio,Si,2,Alto,Medio,Publico,Positivo,3,Si,Posgrado,Cerca,Femenino,66
15,64,Medio,Medio,Si,6,76,Alto,Si,2,Medio,Medio,Private,Positivo,4,Si,Secundario,,Femenino,63
23,84,Alto,Medio,Si,6,78,Bajo,Si,2,Bajo,Bajo,Publico,Negativo,2,No,Secundario,Medio,Femenino,68
29,68,Medio,Alto,Si,4,53,Medio,Si,1,Medio,Medio,Private,Negativo,4,No,Secundario,Lejos,Masculino,66
19,70,Medio,Medio,No,7,63,Bajo,No,3,Bajo,Bajo,Publico,Neutral,5,No,Secundario,Cerca,Masculino,63
22,67,Bajo,Medio,No,7,86,Bajo,Si,1,Bajo,Medio,Publico,Positivo,3,No,Secundario,Medio,Femenino,63
24,98,Alto,Medio,Si,6,97,Medio,Si,1,Medio,Medio,Publico,Positivo,4,No,Universitario,Lejos,Masculino,74
18,94,Medio,Alto,Si,9,77,Bajo,Si,1,Medio,Alto,Publico,Positivo,2,No,Universitario,Medio,Masculino,70
21,69,Alto,Alto,Si,7,86,Medio,Si,2,Bajo,Medio,Private,Neutral,3,No,Secundario,Cerca,Masculino,68
20,73,Medio,Medio,Si,7,84,Medio,Si,0,Medio,Medio,Publico,Neutral,4,No,Posgrado,Medio,Femenino,66
21,68,Medio,Bajo,No,8,100,Bajo,Si,0,Medio,Medio,Publico,Positivo,4,No,Secundario,Lejos,Masculino,63
15,80,Bajo,Alto,No,5,90,Medio,Si,4,Bajo,Medio,Publico,Positivo,3,No,Universitario,Lejos,Femenino,67
20,61,Medio,Medio,No,7,81,Medio,Si,1,Medio,Bajo,Publico,Neutral,3,No,Secundario,Medio,Masculino,62
23,87,Alto,Alto,No,8,56,Medio,Si,1,Medio,Alto,Publico,Positivo,3,No,Posgrado,Medio,Masculino,71
29,81,Alto,Medio,No,7,68,Medio,Si,2,Medio,Medio,Publico,Neutral,4,No,Posgrado,Cerca,Masculino,72
26,96,Medio,Medio,Si,5,63,Medio,No,1,Alto,Medio,Private,Positivo,2,No,Posgrado,Cerca,Masculino,72
33,67,Medio,Medio,Si,6,93,Alto,Si,0,Bajo,Alto,Publico,Neutral,3,No,Secundario,Lejos,Femenino,68
15,92,Medio,Bajo,Si,7,72,Bajo,Si,1,Medio,Medio,Publico,Negativo,5,No,Secundario,Cerca,Femenino,66
25,92,Medio,Medio,No,4,77,Medio,Si,0,Bajo,Medio,Publico,Positivo,3,No,Secundario,Cerca,Masculino,70
21,65,Medio,Bajo,Si,5,98,Alto,No,2,Bajo,Medio,Private,Positivo,4,No,Posgrado,Cerca,Masculino,66
33,76,Medio,Medio,Si,10,92,Bajo,Si,1,Alto,Medio,Private,Positivo,3,No,Posgrado,Cerca,Femenino,72
15,67,Alto,Medio,Si,8,89,Bajo,Si,0,Alto,Alto,Publico,Neutral,4,No,Secundario,Medio,Femenino,64
15,70,Alto,Medio,No,9,57,Medio,Si,1,Medio,Medio,Private,Negativo,3,No,Secundario,,Femenino,63
16,71,Medio,Medio,No,8,51,Medio,Si,0,Bajo,Medio,Publico,Negativo,2,No,Posgrado,Lejos,Femenino,61
7,82,Alto,Alto,Si,8,56,Medio,Si,0,Bajo,Medio,Private,Negativo,2,No,Secundario,Lejos,Masculino,62
17,76,Medio,Alto,No,7,87,Alto,Si,1,Medio,Alto,Publico,Positivo,4,No,Secundario,Cerca,Femenino,68
15,98,Bajo,Medio,Si,8,71,Bajo,Si,1,Medio,Medio,Publico,Positivo,3,No,Secundario,Cerca,Masculino,68
21,65,Bajo,Medio,No,9,56,Alto,Si,1,Medio,Medio,Publico,Positivo,5,No,Secundario,Medio,Masculino,63
22,99,Medio,Bajo,Si,8,87,Bajo,Si,1,Medio,Medio,Private,Neutral,4,No,Secundario,Medio,Femenino,70
31,69,Alto,Bajo,Si,7,60,Medio,Si,1,Bajo,Medio,Publico,Neutral,3,No,Posgrado,Cerca,Femenino,68
26,91,Alto,Medio,Si,7,79,Medio,Si,1,Bajo,Medio,Private,Neutral,5,No,Secundario,Cerca,Femenino,72
17,74,Medio,Medio,Si,8,87,Medio,Si,4,Bajo,Bajo,Publico,Positivo,3,No,Universitario,Cerca,Masculino,67
15,66,Bajo,Alto,No,6,80,Medio,No,1,Bajo,Medio,Private,Neutral,1,No,Universitario,Cerca,Masculino,61
23,94,Bajo,Medio,No,8,100,Medio,No,0,Bajo,Medio,Publico,Neutral,3,No,Posgrado,Cerca,Masculino,69
12,72,Medio,Bajo,Si,6,72,Alto,Si,2,Bajo,Alto,Private,Negativo,2,No,Secundario,Medio,Femenino,61
31,86,Alto,Alto,Si,6,66,Medio,Si,3,Medio,Medio,Publico,Positivo,3,No,Universitario,Medio,Masculino,75
27,83,Alto,Bajo,No,5,60,Medio,Si,0,Alto,Bajo,Publico,Neutral,2,No,Universitario,Medio,Femenino,68
17,79,Medio,Bajo,Si,6,75,Bajo,Si,1,Medio,Alto,Publico,Neutral,4,No,Secundario,Cerca,Masculino,65
10,80,Alto,Medio,Si,6,93,Alto,Si,4,Medio,,Publico,Negativo,3,No,Universitario,Medio,Femenino,67
28,89,Medio,Alto,Si,10,97,Alto,Si,3,Medio,Bajo,Publico,Negativo,6,No,Secundario,Cerca,Femenino,75
19,64,Bajo,Medio,No,6,99,Medio,Si,1,Medio,Medio,Publico,Positivo,3,No,Universitario,Cerca,Masculino,64
27,87,Medio,Medio,No,8,77,Medio,Si,1,Bajo,Alto,Publico,Neutral,4,No,Secundario,Medio,Masculino,70
10,96,Alto,Alto,No,6,80,Medio,No,0,Medio,Medio,Publico,Neutral,4,No,Secundario,Medio,Femenino,67
16,62,Medio,Medio,Si,7,79,Bajo,Si,2,Medio,Medio,Publico,Neutral,3,No,Secundario,Cerca,Masculino,63
20,66,Alto,Alto,No,7,73,Medio,Si,1,Medio,Medio,Publico,Negativo,4,No,Universitario,,Femenino,65
20,89,Medio,Medio,Si,4,58,Medio,Si,1,Medio,Medio,Publico,Positivo,3,No,Secundario,Lejos,Femenino,67
17,77,Bajo,Alto,Si,5,53,Medio,Si,2,Alto,Medio,Publico,Neutral,3,No,Universitario,Cerca,Masculino,86
24,76,Bajo,Alto,No,6,72,Alto,Si,3,Medio,Alto,Publico,Neutral,3,Si,Secundario,Medio,Femenino,67
14,65,Alto,Medio,No,5,59,Bajo,Si,1,Alto,Medio,Publico,Positivo,4,No,Posgrado,Lejos,Masculino,63
19,80,Medio,Medio,No,7,94,Medio,Si,0,Medio,Bajo,Publico,Neutral,3,No,Universitario,Medio,Femenino,66
21,65,Alto,Alto,No,7,88,Bajo,Si,2,Bajo,Medio,Private,Neutral,1,No,,Cerca,Masculino,65
23,79,Medio,Medio,No,5,81,Medio,Si,1,Medio,Medio,Private,Neutral,3,No,Secundario,Cerca,Femenino,67
24,91,Medio,Medio,No,7,52,Bajo,Si,0,Alto,Alto,Publico,Neutral,4,No,Universitario,Cerca,Masculino,69
13,70,Alto,Alto,No,6,81,Medio,Si,2,Medio,Bajo,Publico,Positivo,2,No,Posgrado,Cerca,Masculino,66
11,79,Medio,Medio,Si,7,81,Medio,Si,1,Alto,Medio,Publico,Neutral,2,No,Secundario,Medio,Masculino,64
